GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
SH3PXD2A-19604	114.025	203.064	247.969	63.8496	168.116	131.019	275.081	283.86	53.9412	17.83	77.9801	50.1752	39.978	129.457	147.671	71.9707	61.181	291.209	242.313	370.007	246.621	480.923	44.9606	243.733	74.1624	175.674	55.0448	260.718	74.3008	240.501	262.42	171.183	118.653	231.973	138.464	86.8497	152.306	227.53	640.567	163.895	105.156	232.052	378.418	49.6609	628.386
IRS1-41011	66.0369	89.7971	237.828	317.276	327.894	399.873	420.292	350.211	118.327	203.088	131.448	149.049	34.6305	52.9547	290.738	95.2776	88.1776	97.1472	175.717	208.621	129.306	208.16	44.6381	37.8348	777.017	201.46	30.2362	88.7852	133.177	52.9955	157.889	47.6837	214.815	13.1043	19.471	250.743	185.339	214.181	52.2016	329.482	94.9967	191.205	252.145	254.301	213.869
MTA3-28595	496.392	453.435	625.114	393.058	537.308	202.254	408.039	571.229	309.933	406.88	369.81	412.776	260.492	320.72	194.342	342.596	277.917	282.839	171.648	218.182	359.531	246.296	116.772	43.4484	217.705	240.153	242.045	745.532	1029.98	645.592	483.473	209.53	181.982	256.425	26.7159	142.019	389.05	764.841	217.067	333.979	324.114	112.477	134.527	711.172	144.782
SH3GL2-12378	86.26	145.592	24.5926	1404.4	325.73	289.196	102.402	203.699	312.474	359.079	147.272	422.022	665.735	203.872	1037.39	349.379	828.893	158.904	307.542	349.109	202.874	119.822	15.8693	75.0395	47.0766	211.195	130.375	63.3036	202.897	33.458	63.8487	198.429	74.0043	276.46	68.1698	17.1503	27.0141	5.62118	214.537	16.2305	13.3099	8.32105	36.8063	12.8913	45.5735
WASF2-29711	1095.61	783.431	1579.33	2433.88	2400.77	1584.39	3091.64	1699.06	1495.95	1964.52	833.161	1085.41	567.733	808.834	641.12	669.642	417.162	1512.11	1168.99	1513.36	1649.21	5459.34	372.642	957.947	1320.04	1695.33	520.625	877.024	2263.55	839.573	2581.76	419.105	1129.62	798.21	477.595	3049.1	2838.09	1059.05	1079.78	968.992	609.767	1761.49	810.242	1255.85	1043.02
DACT3-AS1-4868	27.4779	138.768	155.582	150.269	27.9716	218.646	7.42298	175.248	33.5448	42.581	40.4705	71.1799	20.5426	198.509	247.691	39.1693	25.3997	43.9163	83.0588	158.155	68.5083	55.3054	153.509	427.333	755.936	101.132	268.599	266.721	130.14	171.725	187.905	104.19	308.056	102.54	77.785	90.7206	264.38	273.501	511.986	137.507	54.0702	267.378	560.945	61.9786	105.893
SETDB1-20510	251.792	174.254	281.742	77.8656	233.909	144.943	226.12	163.331	89.7712	220.577	202.902	216.945	258.695	115.669	163.607	110.005	153.482	203.97	257.819	62.6769	71.3624	270.691	326.986	90.1069	369.251	407	31.6187	288.346	371.15	482.597	623.863	274.281	103.837	178.635	324.649	547.382	82.5513	398.374	42.5365	279.048	22.9581	340.583	170.206	52.1237	725.551
DR1-22487	15.7285	24.0552	22.2944	207.264	9.21105	8.45921	73.8075	67.431	26.8374	76.5471	8.65404	28.7612	44.2538	77.924	150.133	65.0264	3.35439	34.2576	24.7152	85.966	14.1834	24.9662	38.3878	173.559	364.182	17.7664	295.213	49.5801	38.4341	20.0587	73.9016	38.5691	127.911	13.639	40.3058	143.949	126.051	19.5475	95.148	107.849	10.7088	24.5805	202.038	105.93	136.911
ZSWIM7-34104	1028.52	519.008	655.917	809.777	524.12	522.634	871.735	389.915	573.982	1212.85	376.295	900.774	335.82	435.489	447.275	568.533	218.979	782.439	485.308	314.075	318.292	412.409	16.7525	180.779	656.618	704.658	311.69	44.9839	432.626	410.472	236.344	231.818	332.511	462.07	410.654	348.755	391.888	890.737	233.714	378.672	235.359	270.306	352.946	140.088	336.364
GIMAP6-25291	1219.56	454.255	447.804	430.713	455.336	653.58	494.654	517.101	337.647	310.778	295.264	678.344	1574.4	595.448	646.927	264.507	172.39	505.927	522.22	497.799	1149.99	1158.22	783.35	235.69	521.104	840.845	936.721	182.491	340.261	643.126	248.814	677.344	100.962	224.974	970.714	212.782	342.077	193.333	242.223	346.387	261.75	383.867	50.8675	383.373	572.05
TUSC3-37110	274.437	45.5876	523.498	236.385	171.209	254.585	379.692	218.603	362.378	293.755	222.962	66.3929	78.2124	309.414	362.497	222.251	260.097	268.202	444.61	167.174	126.891	5.91376	33.958	45.0304	502.726	235.303	91.9439	15.878	45.9246	50.8671	137.857	99.1614	269.998	173.361	190.557	141.568	37.3788	153.302	267.744	89.2268	59.9844	109.933	180.565	113.094	22.2779
MAGI3-31894	318.931	398.299	333.556	614.193	434.686	188.754	345.116	334.299	532.532	190.33	432.705	563.289	316.41	706.758	732.579	382.638	384.437	636.555	1273.9	631.213	300.401	801.228	1376.91	1028.31	687.912	557.923	386.118	553.66	820.189	939.024	441.316	528.436	502.596	335.138	464.393	425.581	585.832	724.472	273.102	490.553	206.43	771.184	408.366	721.2	401.324
POLA1-11465	206.054	1170.79	562.582	1081.98	719.297	831.065	680.844	637.127	1008.12	420.79	337.15	437.201	358.71	359.465	419.404	318.1	430.731	588.758	777.087	504.958	513.906	331.012	975.109	565.403	702.192	604.772	800.988	641.544	1175.69	1377.16	547.445	514.859	939.835	1243.24	602.404	111.164	254.291	1123.01	379.711	197.67	508.291	370.689	75.3587	379.289	104.389
TSR3-27369	13.6597	8.46574	10.043	9.08722	6.89258	21.3321	5.08399	6.48615	16.1114	11.0779	13.15	14.4475	14.13	25.0703	9.21695	7.24196	3.38064	58.7498	72.7817	143.313	6.12401	19.7602	25.4985	73.5784	632.229	29.2459	7.69218	143.334	20.2344	25.8951	7.75818	16.4777	7.88582	31.9866	90.6844	110.203	80.4733	88.9081	216.303	49.1298	77.3339	68.9713	357.901	73.1142	105.308
Slc9a2-14604	103.917	136.336	16.5216	147.894	206.138	284.83	144.219	167.955	219.093	160.535	86.3302	56.093	113.278	41.5342	126.682	133.841	64.3446	108.293	92.9191	251.887	87.3126	161.313	89.1659	199.126	394.387	226.561	297.861	231.045	465.485	611.797	338.878	8.56693	189.149	238.852	161.386	370.56	183.937	116.73	243.799	214.332	43.1662	157.002	90.9707	307.626	348.392
EHBP1L1-27139	7.51368	8.74537	8.70229	15.1945	11.4982	25.2777	6.51456	9.21582	29.0432	11.3214	8.86803	12.3777	14.5874	18.8687	9.26349	4.7833	3.65049	16.8906	44.5019	58.1175	26.8809	250.984	36.7804	36.6699	127.917	24.6508	26.8526	11.8213	12.8028	219.026	47.6842	14.8063	19.1434	17.6532	8.475	91.4415	78.3084	41.2496	93.7509	64.7546	31.567	33.9559	105.457	36.892	50.387
IGHD-21251	20.706	23.2654	19.1423	126.685	241.009	323.257	68.5969	135.716	275.249	137.871	30.5469	123.023	181.082	269.824	57.8052	79.9641	32.1417	55.2454	173.713	271.143	89.5018	62.0977	868.352	25.6385	870.34	16.7654	923.513	120.081	263.792	35.9924	71.3007	113.986	29.5315	109.425	54.1521	168.725	150.616	311.233	518.621	81.5946	77.7212	359.425	395.219	264.746	67.6409
MUC3B-21182	16.075	106.212	29.2412	260.081	32.3069	18.8932	36.2319	54.8735	279.87	45.4408	10.6706	26.4503	87.0623	290.693	23.6241	53.7104	43.6085	232.91	348.194	628.258	95.2241	346.459	607.404	65.5675	650.611	303.476	208.177	49.4891	277.922	295.387	49.6191	19.1886	321.684	69.1675	342.458	547.872	940.901	436.976	488.45	552.646	226.928	349.825	622.422	687.334	609.703
SRGN-8495	4789.89	1957.06	1273.88	6769.47	1082.94	5905.93	2784.86	874.465	4026.54	6333.57	9892.11	7886.09	35501.6	7933.88	15545	7187.88	3376.87	10873.5	9766.2	3791.35	10086.1	11622.5	2835.99	18302.2	638.044	6742.43	26256	3952.23	5941.43	12402.2	9887.89	18749.2	10904.5	5798.86	15034.1	7392.32	7068.47	2262.86	4226.97	4623.92	4034.97	9071.95	1664.66	7669.03	10648.7
TREX1-12501	14.5942	28.5119	10.7701	14.1701	69.813	22.9847	157.103	338.514	33.7762	29.0742	29.5501	209.899	36.3687	101.38	64.6698	20.8013	11.31	112.305	279.785	94.6654	210.544	73.9752	40.6606	165.803	64.1057	264.417	347.473	12.7492	112.557	44.7397	347.878	210.966	494.378	26.0633	250.188	797.208	451.558	218.694	131.144	823.49	117.213	252.561	605.001	228.322	626.844
IBTK-21353	9.26685	4.23719	7.12408	45.6941	77.6598	35.0921	13.5828	6.20399	3.2015	30.7164	42.8992	51.7467	8.68629	41.7444	96.9295	28.4899	10.419	52.3985	9.51596	8.74012	7.45305	194.98	40.2671	5.71001	219.501	7.22193	4.99508	4.34254	8.29024	6.9282	84.1313	5.87039	115.002	128.345	93.3914	73.487	23.203	68.1642	69.4693	25.3913	26.4492	5.64348	218.096	84.164	75.9475
METTL21C-35169	16.5326	20.8723	44.6164	87.9425	67.8303	51.0728	50.8885	95.5518	122.918	3.55102	14.2743	35.7892	14.6133	10.8265	18.9426	40.8412	66.8663	77.2008	24.2804	9.58604	139.152	220.22	44.7818	30.7986	252.807	317.34	21.8632	92.8251	85.2963	27.8115	131.571	15.0055	90.4446	73.5188	6.52302	22.3595	3.81284	22.4696	10.5438	22.5226	54.7613	11.4333	62.7808	14.4845	20.8857
MXD3-26650	67.9499	141.484	442.761	335.005	91.2503	78.8021	65.9769	356.135	93.2108	83.2281	42.8988	316.814	36.66	326.095	202.78	47.9302	28.9652	241.91	270.953	302.563	51.854	123.569	58.537	583.53	353.741	248.951	85.5981	512.99	760.392	162.544	320.144	188.293	364.915	860.699	863.42	1559.92	880.778	549.491	1435.42	1365.34	337.187	559.04	1577.97	680.12	1248.33
PDZK1-12009	161.499	70.7337	45.0623	196.112	147.939	94.3566	75.6589	65.8693	79.7685	97.7237	15.95	482.059	194.389	10.8394	215.373	138.443	80.8661	27.4887	104.576	25.8116	81.328	202.88	513.882	192.073	289.994	274.652	10.4026	10.1529	206.359	279.124	27.021	210.135	27.0793	166.738	226.464	159.896	416.59	31.547	58.8291	60.2024	219.784	35.3211	66.6287	37.2329	75.1373
ADRB1-34272	40.099	90.2343	6.2552	6.36766	21.3832	88.0692	68.6808	13.2022	103.166	14.2509	108.158	249.313	67.7283	89.0219	159.944	54.1082	15.337	22.405	356.895	25.0253	4.66473	14.0796	154.759	282.062	60.2369	130.878	258.286	4.02622	115.288	414.075	185.734	6.95363	27.1565	18.6522	59.142	30.9434	48.4515	158.959	61.8889	29.2944	94.0018	129.17	56.9468	39.9918	44.2406
DDX58-43111	772.025	960.503	1155.17	547.088	746.302	649.175	1638.26	690.508	1044.57	1351.46	763.084	739.741	1079.17	1227.93	385.887	1035.37	765.269	1480.59	116.687	1060.71	1609.99	1026.05	435.453	1000.72	421.474	660.517	389.062	802.237	1046.12	951.467	200.161	793.417	1421.59	1137.78	278.453	393.489	1240.62	781.341	1760.59	399.357	2199.29	2130.49	1769.51	1809.39	1554.58
LIN52-33613	1542.78	1222.1	793.915	940.658	596.335	1566.45	1118.57	470.977	904.215	1244.32	917.581	969.315	887.264	862.303	777.143	1594.46	1141.27	856.844	671.881	390.302	984.932	968.269	128.595	745.405	916.332	1214.45	1132.28	911.862	697.516	273.438	474.084	605.885	145.074	965.265	1954.32	448.342	612.506	1169.06	171.684	889.86	2005.99	590.525	315.04	864.261	160.563
ZC3H18-31247	208.478	115.863	378.058	25.1124	304.494	532.817	457.416	141.875	593.399	363.456	47.7336	250.154	197.068	239.332	267.219	126.294	64.2367	38.4016	271.064	88.709	135.046	297.294	407.934	334.812	592.228	295.774	189.431	290.643	576.676	430.986	243.206	332.262	237.576	666.304	259.894	480.67	937.151	501.313	130.181	407.504	139.203	417.576	153.203	269.75	1085.48
DSCR4-13874	28.9967	10.305	29.2314	69.0947	50.97	19.7347	22.524	15.2309	224.275	26.9493	19.9016	92.3774	6.14141	13.1215	49.6739	14.1935	7.85765	21.395	29.0253	34.8694	19.1495	15.0462	351.221	90.9365	108.096	13.8143	21.108	68.65	53.999	45.0724	13.2612	65.251	158.348	16.2624	12.8826	59.4859	72.5643	18.8746	25.2545	31.6398	15.7363	20.1062	33.9715	41.0476	37.1248
YIPF2-44490	692.632	881.834	549.266	699.105	632.922	534.632	594.523	618.414	1520.75	580.455	278.345	648.747	414.768	417.766	1082.46	182.18	190.653	418.176	740.184	612.21	480.622	800.508	1868.96	1521.13	220.027	936.26	830.92	767.124	2010.97	884.748	900.818	1265.85	831.068	1469.83	1009.15	1312.39	2017.39	1330.11	1540.93	1875.73	557.22	659.863	1300.71	500.054	1781.92
TPH1-1135	82.8465	72.6624	8.6603	69.5466	20.667	36.7523	104.462	38.9947	248.215	34.9285	1.97028	5.57824	16.6526	235.47	33.9929	2.8308	20.4597	105.288	71.1705	121.958	101.551	71.0091	675.17	88.4665	208.512	42.5699	26.045	8.1765	214.145	198.767	102.272	136.531	189.522	134.611	177.054	250.421	430.467	323.471	99.2353	166.686	103.182	215.052	232.623	206.017	67.6398
LOC100506274-2794	8.34313	136.539	15.1064	158.399	11.5182	82.8783	32.7813	5.7442	6.56375	30.4122	4.33838	7.53955	2.89188	11.4324	8.49139	9.87552	9.46636	66.5724	28.8174	40.3376	80.7604	46.6872	427.889	47.2038	178.026	103.479	10.3193	70.6432	136.001	228.13	20.952	16.8061	143.062	294.314	71.1155	59.8295	50.9242	41.5524	37.0228	53.1647	16.7445	123.673	346.811	67.6868	112.554
HNRNPDL-1699	469.822	557.087	2059.97	288.717	1900.92	347.005	873.664	1834.55	661.433	307.372	593.397	659.5	724.012	808.52	575.069	588.984	744.716	561.301	635.349	369.169	493.378	270.561	762.956	118.395	34.3896	254.639	347.064	879.514	351.563	357.818	510.448	206.251	662.356	545.252	263.495	907.793	515.677	468.698	198.084	977.039	523.51	257.674	497.087	542.658	674.524
ERV3-2-27506	372.973	670.892	183.946	220.133	421.72	541.01	370.322	565.68	284.707	146.067	186.119	3358.83	830.384	213.066	937.637	216.467	296.055	194.209	434.399	250.564	457.904	1150	594.768	1371.04	1262.01	451.063	907.711	933.702	2872.31	460.509	1513.03	3512.86	2038.83	1060.74	1786.65	1867.05	910.103	1350.56	3593.72	3104.45	1786.88	669.622	2572.85	1947.83	2707.41
CAVIN1-3432	181.863	187.933	169.346	726.555	341.108	393.216	95.5454	138.248	389.634	359.007	34.308	236.62	158.05	47.4006	44.9157	75.6999	126.684	46.1696	51.7473	48.2046	169.682	412.756	108.316	655.905	534.985	55.7166	286.738	127.852	427.793	560.894	328.001	176.818	50.9315	485.482	43.6788	227.723	54.454	139.37	228.389	67.1851	19.4369	277.631	118.229	111.211	123.051
KLHDC10-16619	22349.9	26521.9	11976.8	23646.7	12275.3	23308.8	10678.5	18421.3	22011.8	9630.19	12001.1	15194.2	9452.24	10325.5	12897.5	10659.4	11320	10881.9	13777.3	13294.8	15600.6	18343.8	10740.8	23568.3	1630.47	27825.3	27139.1	10684.8	26401.4	20479.4	14683.1	26247.2	17997.9	41329.4	34993.9	6634.6	8362.71	7145.08	11178.6	26228.5	13901.6	15694.1	14383.5	4302.35	14285.8
SETMAR-13177	581.173	919.779	590.995	1474.7	722.474	1190.28	599.729	684.871	531.898	446.136	396.419	612.62	335.128	521.39	650.978	325.608	545.35	403.648	521.391	818.86	404.11	594.197	1488.12	405.742	223.538	446.585	612.766	429.348	701.899	1047.41	259.033	436.386	88.7533	642.374	236.905	918.444	541.758	659.034	909.509	502.127	521.03	790.022	817.412	866.198	472.321
MTUS1-41430	800.231	877.02	1146.03	914.293	574.344	1282.91	768.533	805.241	1098.69	427.559	620.15	570.08	1129.16	582.483	590.33	846.505	888.942	449.076	927.24	1140.76	871.468	2231.62	1042.99	365.262	81.7844	889.502	425.42	356.974	422.223	746.597	494.238	366.141	271.69	716.787	258.955	255.307	318.75	456.555	426.538	300.202	252.659	250.119	2079.03	363.58	1529.59
COPG2IT1-19836	400.629	836.003	920.312	71.2204	989.402	526.58	646.779	899.395	309.569	291.977	644.623	197.374	438.861	505.165	581.893	601.141	414.195	72.185	307.078	900.459	551.592	451.034	38.317	272.159	1021.42	234.273	476.292	756.886	999.037	778.192	313.798	601.554	325.184	605.336	821.135	211.988	349.509	334.244	1533.47	293.554	543.605	181.879	639.43	546.197	653.965
NEK3-19470	928.3	970.281	806.283	721.958	723.245	900.924	633.872	557.495	555.036	272.338	485.03	650.92	492.36	391.202	622.033	558.138	679.103	507.303	394.957	464.18	801.684	1219.75	1698.17	658.605	442.345	585.261	800.296	307.941	372.218	516.972	462.806	295.53	869.53	605.939	318.488	575.466	667.529	384.059	730.057	423.735	431.923	463.273	523.002	841.445	317.712
NEDD4L-18806	86.2035	177.663	154.122	46.4082	203.876	225.851	203.616	166.368	322.565	462.62	223.141	615.764	278.806	466.212	491.988	635.522	134.217	419.47	516.443	503.083	374.381	355.826	640.95	107.861	773.45	301.229	219.941	635.082	324.758	533.799	646.992	192.591	293.721	117.548	196.081	868.547	600.163	457.402	518.926	810.917	724.408	400.722	344.343	436.702	515.763
ZNF625-ZNF20-43815	928.097	1000.96	1460.7	1253.18	965.833	1132.47	1169.16	974.647	532.118	548.664	671.744	517.632	704.581	614.181	712.447	726.968	982.793	729.917	1479.99	1257.1	1119.38	1009.49	817.926	1227.01	440.314	1234.78	1292.67	756.144	712.363	1253.01	873.737	907.895	1237.24	1143.36	935.09	914.487	648.941	2013.24	2847.23	2092.94	1526.9	1240.78	471.28	1894.18	1473.57
CLDN15-25157	877.585	969.245	727.308	364.832	1128.69	826.264	740.125	828.088	16113.3	12248.5	7575.53	537.908	2597.27	5142.34	3152.79	2324.88	2776.8	7501.08	8275.51	5275.35	399.142	727.541	1306.3	1011.89	122.304	568.104	425.37	868.162	631.076	535.11	1318.83	464.279	915.948	1023.82	455.887	761.85	1160.32	620.985	841.048	605.013	420.567	394.622	997.696	436.822	1215.92
LOC101928386-4471	184.525	156.033	109.639	160.576	131.103	219.783	94.1527	97.4858	11.5561	5.32273	1.93289	113.758	24.1957	4.02122	167.565	19.9779	9.86807	2.4474	7.19413	8.16377	92.2961	103.677	16.9993	12.3475	59.4191	102.004	26.6327	4.97179	14.698	36.4273	8.51464	3.65132	13.7086	51.4761	7.54855	10.8368	11.7363	10.1632	7.89292	28.1871	7.34993	8.37738	104.493	6.18766	21.7423
ACTB-44534	210.553	76.7233	240.655	156.364	372.746	381.401	335.866	344.483	217.323	802.068	252.275	176.454	354.895	221.404	258.323	322.436	289.297	513.995	530.046	457.603	288.706	740.985	114.697	604.74	110.755	248.205	77.5617	484.124	500.639	64.7045	647.678	198.741	46.2746	65.5136	146.358	568.832	399.631	298.566	734.208	278.548	297.225	386.914	1019.21	299.61	534.83
SLC7A1-13188	46.7427	16.2098	24.2186	13.3342	31.9576	30.7972	28.1276	62.3191	22.9989	43.924	59.9098	19.3887	8.67301	55.2589	15.5656	69.5062	10.1174	13.7494	187.823	162.898	6.0758	128.278	332.511	22.5007	349.284	196.072	25.3428	9.49495	40.1319	386.04	10.7649	12.3454	129.2	10.4203	5.15732	248.679	49.5995	110.618	165.745	180.626	47.1699	132.301	248.81	208.104	92.4007
HDAC7-39444	43.1774	98.6509	60.5283	11.781	84.3264	61.6999	136.556	19.8455	8.45086	8.71983	18.7159	120.318	78.1893	15.8157	9.71865	3.16762	8.76186	14.5354	52.0504	18.25	5.04682	133.866	27.1153	44.9772	1156.34	25.6711	62.9749	147.298	38.5476	266.265	22.6988	58.0599	155.313	134.338	42.0975	113.002	19.1857	47.4541	129.47	155.978	28.9934	11.3579	86.44	92.7317	70.8783
MUSK-42144	9.89269	7.05817	13.789	66.1664	9.07037	9.47863	4.91771	108.473	57.0992	4.71912	3.63516	10.1501	5.86341	40.5467	82.9796	4.80674	4.40948	27.0061	39.819	73.9476	6.76596	36.491	173.906	9.67544	84.2067	12.922	20.8363	123.959	16.5984	57.2492	27.139	9.93912	12.5305	17.8719	18.0899	69.891	49.3857	39.07	40.9145	124.286	18.6519	39.8881	114.676	19.0722	140.32
SMARCD3-10731	165.067	325.672	506.072	62.4865	448.024	256.754	843.483	238.857	815.123	663.031	366.401	509.853	208.196	694.364	761.102	287.998	166.361	1478.11	1089.08	1565.09	444.605	446.724	172.424	369.573	142.585	410.777	481.416	226.814	1194.36	176.345	678.494	171.23	115.885	1130.46	8.37756	809.782	742.249	687.672	772.486	498.472	404.557	1194.06	2068.5	358.749	1841.23
ZNF271P-39371	296.264	174.723	278.307	327.076	127.361	260.122	120.88	13.5059	234.733	199.931	240.843	90.1182	114.113	336.45	261.117	87.148	189.552	279.003	268.823	233.733	145.189	18.4061	64.5631	258.468	98.8165	346.838	207.267	81.727	44.6814	328.22	177.225	295.528	80.0253	296.398	74.0983	101.941	82.6396	116.458	108.732	252.328	230.732	126.708	155.111	133.241	421.533
POU6F1-22280	38.334	180.084	94.2264	185.202	246.132	72.5975	132.59	232.332	159.233	96.5492	35.735	36.0777	44.2156	87.0128	196.374	45.2592	65.6439	285.689	77.3621	362.709	20.654	94.2165	64.5534	196.363	438.92	272.047	151.679	179.98	54.0869	218.067	240.076	245.811	186.757	59.1504	122.674	237.417	126.348	40.9122	259.28	187.862	163.78	207.589	126.357	63.1799	229.347
STAMBPL1-32698	3325.87	4936.98	3708.3	4404.36	4312.75	5149.1	2970.1	3269.9	2054.27	1538.79	2084.2	1058.19	1797.94	2781.03	2503.61	2432.93	2618.94	2195.19	1397.3	2303.43	2733.41	1283.45	1298.63	1236.57	240.34	4388.52	3268.44	509.674	551.678	877.515	348.112	776.9	529.045	716.897	778.843	398.326	1366.01	1299.57	1358.67	862.405	453.794	1180.81	527.302	1095.44	1193.97
CDCA5-29901	250.555	145.494	108.904	68.9429	153.019	58.335	233.499	43.2641	442.14	280.029	216.616	317.994	253.972	165.792	333.084	113.646	111.55	175.432	446.872	181.367	252.038	633.154	137.223	898.257	542.773	401.021	1165.17	2063.27	2587.56	203.587	3324.84	1568.76	1934.75	696.982	1977.06	785.801	528.418	1875.86	514.405	1726.74	922.613	974.978	767.705	1031.4	1446.33
RC3H1-21375	144.082	207.249	85.8316	275.819	108.501	198.287	180.765	128.064	152.127	29.9443	91.9717	49.7062	104.519	101.252	301.146	108.906	141.078	91.4796	91.399	195.756	152.502	101.499	538.518	488.576	97.1934	97.451	371.734	47.9452	175.082	217.278	356.779	162.118	361.359	32.6929	215.549	199.918	215.33	27.4558	190.192	72.4343	10.7371	71.6919	201.356	167.178	28.9528
PML-17981	25.8147	100.865	133.647	19.0667	99.5467	28.2425	37.1718	165.71	187.718	15.8811	10.8184	26.5032	10.065	20.0926	10.3403	6.16193	12.1073	14.4338	45.0559	19.1688	50.9909	76.6262	71.6146	27.6397	431.706	30.6151	174.126	80.3844	70.9452	30.3768	117.092	29.2492	36.8747	69.432	24.7166	50.1267	54.4639	18.5702	41.559	56.1139	12.1916	42.108	118.652	31.6167	70.0415
SMTN-2598	22.4688	17.403	136.274	208.297	44.3719	43.5876	24.4087	181.664	43.2712	82.9667	47.9969	78.2592	54.6635	82.1952	100.095	45.684	35.2866	37.1934	94.3591	134.978	20.5275	280.118	186.321	631.417	141.238	24.4033	276.236	20.684	76.5525	222.699	261.626	26.6852	159.412	317.003	251.937	209.852	179.187	82.0978	114.541	106.848	227.109	110.564	250.684	287.775	125.86
GRIK2-20177	351.33	41.3451	97.8255	700.166	37.3002	253.683	192.972	68.3704	414.185	359.162	260.901	60.3373	478.051	1273.53	808.69	574.505	182.539	1256.91	1800.86	1519.65	385.059	490.896	2092.62	271.89	503.12	436.996	401.472	110.76	55.5641	60.5645	227.28	139.321	340.253	902.465	10.231	363.434	875.928	1340.47	182.548	348.371	354.33	778.566	1090.67	735.758	862.914
GUCA1C-37798	148.47	111.097	107.34	36.6964	57.7752	6.17659	9.77301	107.076	29.4855	15.0417	8.76479	12.3238	26.4983	17.8808	8.00974	46.2597	3.54526	5.51697	49.3213	9.48264	2.9641	23.4836	115.901	14.6416	53.7067	19.9968	16.5319	8.1192	25.2016	221.679	10.2329	14.7649	9.80647	55.0252	12.1478	119.8	10.9931	10.5229	40.0621	99.8157	22.2455	22.4162	20.3864	49.9852	76.5731
ASXL3-20478	1685.02	1169.78	944.363	593.318	1119.07	683.187	1188.4	834.648	316.413	608.179	669.25	292.823	412.013	649.078	369.763	552.239	839.751	502.945	332.028	728.274	662.871	87.2096	85.5086	305.679	464.72	770.059	256.661	421.934	132.203	247.281	7.20155	49.9657	234.097	503.091	49.3163	40.6665	494.609	57.3819	187.72	168.356	32.4913	436.284	157.508	417.94	65
LSM4-9372	725.396	734.817	679.046	607.402	1234.72	446.911	636.187	1027.73	1524.59	1702.49	612.576	576.975	455.343	2000.64	1216.74	488.127	352.332	1695.61	2307.76	1312.4	1534.15	1733.32	969.147	2852.53	1389.31	1201.15	2054.24	3537.37	3138.12	1234.35	3094.06	3318.46	3390.43	2306.93	4648.04	3438.23	2835.5	5263.04	3351.68	7773.33	3570.16	4807.82	3919.72	4155.05	4186.17
FBXO33-32092	587.141	702.864	599.368	848.094	1030.48	695.141	580.366	521.446	739.099	953.708	873.892	1196.04	1120.63	1359.37	549.513	1137.14	986.02	1459.95	1358.49	1692.71	1236.7	706.098	131.943	52.7332	412.573	604.511	482.385	1152.03	772.195	621.637	911.603	409.819	477.042	1043.48	460.233	666.991	718.186	1079.72	1006.93	890.881	636.045	1042.66	146.655	1022.25	79.3829
C1orf112-26303	20.2626	99.303	16.8008	211.653	10.0676	163.623	43.6225	80.4069	6.68828	5.0261	72.9717	47.0295	85.2218	157.774	20.5269	45.3561	187.254	200.442	228.736	88.4166	185.447	155.808	27.5331	11.788	427.802	80.6184	166.385	162.222	83.0357	19.2665	149.367	187.004	74.5254	179.96	6.79542	139.724	458.288	306.251	263.218	286.184	324.137	60.2431	70.2733	146.35	133.608
TRPV5-1955	101.88	245.621	22.3295	131.828	16.0731	187.425	166.516	7.42921	134.282	125.23	108.734	151.905	98.6815	41.4197	196.817	70.9505	70.4499	150.924	310.931	291.941	76.5891	10.8825	462.837	296.463	648.842	164.245	220.805	13.3426	10.5827	536.453	182.444	14.9365	23.8443	293.05	158.569	372.036	306.299	363.194	509.846	510.237	166.761	335.485	312.361	433.324	771.749
C16orf82-35770	11.8482	31.4172	14.0544	41.0413	17.5883	37.0405	11.8151	17.8375	30.81	12.8508	166.172	27.4241	105.518	152.202	268.32	5.3593	8.94407	16.9674	82.5026	78.2802	27.566	37.3371	53.4844	44.717	169.445	122.568	23.2267	217.087	316.282	68.5304	25.882	29.028	16.6266	72.4691	39.8768	125.269	53.5303	31.6758	56.8999	120.326	28.1551	42.4029	398.394	88.7912	63.1414
OR10D1P-6251	10.4974	81.3165	70.4319	18.0381	9.27688	61.0598	22.8894	11.6323	16.1645	8.10261	9.67169	176.05	9.62654	21.2827	10.8112	8.66227	7.01212	52.6262	34.7223	58.1163	6.90489	22.8613	101.366	204.529	409.9	10.2317	153.603	38.6512	60.0754	627.854	12.6555	11.5403	373.531	188.249	16.7042	98.122	18.0896	70.6548	35.1805	273.673	33.6761	48.0136	42.0196	64.7588	180.115
